,Unnamed: 0,Unnamed: 0.1,category,filename,label,shard_iid,shard_non_iid,shape
1951,1951,2314,Loose Silky-bent,train_256x256x3/Loose Silky-bent/1f5b705c0.png,6,3,1,"(690, 690, 3)"
1952,1952,2886,Loose Silky-bent,train_256x256x3/Loose Silky-bent/fa99ad032.png,6,5,1,"(542, 542, 3)"
1953,1953,2630,Loose Silky-bent,train_256x256x3/Loose Silky-bent/943edde10.png,6,1,1,"(194, 194, 3)"
1954,1954,2394,Loose Silky-bent,train_256x256x3/Loose Silky-bent/413a7e4be.png,6,2,1,"(1034, 1034, 3)"
1955,1955,2794,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d4bda0d92.png,6,5,1,"(1662, 1662, 3)"
1956,1956,2650,Loose Silky-bent,train_256x256x3/Loose Silky-bent/9b7799b3c.png,6,1,1,"(3457, 3991, 3)"
1957,1957,2356,Loose Silky-bent,train_256x256x3/Loose Silky-bent/322d8de2d.png,6,3,1,"(136, 136, 3)"
1958,1958,2839,Loose Silky-bent,train_256x256x3/Loose Silky-bent/e60e41d92.png,6,2,1,"(568, 568, 3)"
1959,1959,2813,Loose Silky-bent,train_256x256x3/Loose Silky-bent/db5bc3276.png,6,9,1,"(121, 121, 3)"
1960,1960,2248,Loose Silky-bent,train_256x256x3/Loose Silky-bent/00442de98.png,6,6,1,"(1193, 1193, 3)"
1961,1961,2575,Loose Silky-bent,train_256x256x3/Loose Silky-bent/7ebd4f913.png,6,3,1,"(100, 100, 3)"
1962,1962,2434,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4d6cf6289.png,6,2,1,"(159, 159, 3)"
1963,1963,2399,Loose Silky-bent,train_256x256x3/Loose Silky-bent/433e4a3ff.png,6,7,1,"(404, 404, 3)"
1964,1964,2267,Loose Silky-bent,train_256x256x3/Loose Silky-bent/0962f70a2.png,6,6,1,"(392, 392, 3)"
1965,1965,2402,Loose Silky-bent,train_256x256x3/Loose Silky-bent/43a753822.png,6,7,1,"(151, 151, 3)"
1966,1966,2765,Loose Silky-bent,train_256x256x3/Loose Silky-bent/ca34fdafb.png,6,0,1,"(410, 410, 3)"
1967,1967,2633,Loose Silky-bent,train_256x256x3/Loose Silky-bent/953a9aefd.png,6,6,1,"(167, 167, 3)"
1968,1968,2489,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5fa5b108a.png,6,2,1,"(1352, 1352, 3)"
1969,1969,2605,Loose Silky-bent,train_256x256x3/Loose Silky-bent/8a53a8d6f.png,6,2,1,"(130, 130, 3)"
1970,1970,2312,Loose Silky-bent,train_256x256x3/Loose Silky-bent/1f154441a.png,6,1,1,"(108, 108, 3)"
1971,1971,2452,Loose Silky-bent,train_256x256x3/Loose Silky-bent/549a41c42.png,6,4,1,"(705, 705, 3)"
1972,1972,2384,Loose Silky-bent,train_256x256x3/Loose Silky-bent/3dd3fc94d.png,6,3,1,"(155, 155, 3)"
1973,1973,2862,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f1a620ad7.png,6,2,1,"(1048, 1048, 3)"
1974,1974,2398,Loose Silky-bent,train_256x256x3/Loose Silky-bent/430dac673.png,6,1,1,"(127, 127, 3)"
1975,1975,2809,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d94aa2cfc.png,6,9,1,"(571, 571, 3)"
1976,1976,2340,Loose Silky-bent,train_256x256x3/Loose Silky-bent/278d7ff5d.png,6,2,1,"(119, 119, 3)"
1977,1977,2477,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5c6fb9849.png,6,1,1,"(166, 166, 3)"
1978,1978,2838,Loose Silky-bent,train_256x256x3/Loose Silky-bent/e5fef8fc7.png,6,4,1,"(1062, 1062, 3)"
1979,1979,2606,Loose Silky-bent,train_256x256x3/Loose Silky-bent/8ab06ae81.png,6,4,1,"(191, 191, 3)"
1980,1980,2416,Loose Silky-bent,train_256x256x3/Loose Silky-bent/482a936fc.png,6,1,1,"(631, 631, 3)"
1981,1981,2808,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d9061cf70.png,6,4,1,"(125, 125, 3)"
1982,1982,2317,Loose Silky-bent,train_256x256x3/Loose Silky-bent/1fcfb8677.png,6,6,1,"(450, 492, 3)"
1983,1983,2490,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5fda67f10.png,6,7,1,"(155, 155, 3)"
1984,1984,2658,Loose Silky-bent,train_256x256x3/Loose Silky-bent/9dee801a8.png,6,7,1,"(494, 494, 3)"
1985,1985,2527,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6c4d469c8.png,6,1,1,"(99, 99, 3)"
1986,1986,2365,Loose Silky-bent,train_256x256x3/Loose Silky-bent/351a76eaf.png,6,3,1,"(403, 403, 3)"
1987,1987,2396,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4239dbbcd.png,6,5,1,"(149, 149, 3)"
1988,1988,2375,Loose Silky-bent,train_256x256x3/Loose Silky-bent/3affdd752.png,6,1,1,"(140, 140, 3)"
1989,1989,2250,Loose Silky-bent,train_256x256x3/Loose Silky-bent/009d8d799.png,6,7,1,"(128, 128, 3)"
1990,1990,2769,Loose Silky-bent,train_256x256x3/Loose Silky-bent/cc4f96146.png,6,7,1,"(363, 363, 3)"
1991,1991,2531,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6d2f11b51.png,6,3,1,"(1213, 1213, 3)"
1992,1992,2803,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d734ed06a.png,6,4,1,"(839, 839, 3)"
1993,1993,2253,Loose Silky-bent,train_256x256x3/Loose Silky-bent/01ad79c2e.png,6,8,1,"(399, 399, 3)"
1994,1994,2555,Loose Silky-bent,train_256x256x3/Loose Silky-bent/77dc3df93.png,6,6,1,"(571, 571, 3)"
1995,1995,2385,Loose Silky-bent,train_256x256x3/Loose Silky-bent/3e2609d6a.png,6,1,1,"(190, 190, 3)"
1996,1996,2746,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c1d37bdb2.png,6,6,1,"(1010, 1010, 3)"
1997,1997,2645,Loose Silky-bent,train_256x256x3/Loose Silky-bent/980937153.png,6,0,1,"(1034, 1034, 3)"
1998,1998,2283,Loose Silky-bent,train_256x256x3/Loose Silky-bent/107afc1c0.png,6,5,1,"(120, 120, 3)"
1999,1999,2537,Loose Silky-bent,train_256x256x3/Loose Silky-bent/70ea37ffc.png,6,7,1,"(1099, 1099, 3)"
2000,2000,2530,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6d0ad6911.png,6,4,7,"(119, 119, 3)"
2001,2001,2285,Loose Silky-bent,train_256x256x3/Loose Silky-bent/1266e39c7.png,6,0,7,"(814, 842, 3)"
2002,2002,2755,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c5688e1f8.png,6,8,7,"(162, 162, 3)"
2003,2003,2303,Loose Silky-bent,train_256x256x3/Loose Silky-bent/19c867cbf.png,6,1,7,"(590, 590, 3)"
2004,2004,2865,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f2a87f91f.png,6,1,7,"(235, 235, 3)"
2005,2005,2884,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f9aca9f1f.png,6,2,7,"(122, 122, 3)"
2006,2006,2869,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f40d45ecd.png,6,6,7,"(122, 122, 3)"
2007,2007,2558,Loose Silky-bent,train_256x256x3/Loose Silky-bent/7861c340d.png,6,0,7,"(89, 89, 3)"
2008,2008,2744,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c18683c6b.png,6,6,7,"(139, 139, 3)"
2009,2009,2468,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5a60a6eb4.png,6,0,7,"(461, 461, 3)"
2010,2010,2273,Loose Silky-bent,train_256x256x3/Loose Silky-bent/0c27150b6.png,6,8,7,"(123, 123, 3)"
2011,2011,2837,Loose Silky-bent,train_256x256x3/Loose Silky-bent/e55c8ded3.png,6,4,7,"(75, 75, 3)"
2012,2012,2568,Loose Silky-bent,train_256x256x3/Loose Silky-bent/7b48abef4.png,6,7,7,"(461, 461, 3)"
2013,2013,2815,Loose Silky-bent,train_256x256x3/Loose Silky-bent/dbe5c4ab1.png,6,2,7,"(151, 151, 3)"
2014,2014,2533,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6e04be655.png,6,3,7,"(206, 206, 3)"
2015,2015,2749,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c334c6791.png,6,1,7,"(392, 392, 3)"
2016,2016,2332,Loose Silky-bent,train_256x256x3/Loose Silky-bent/25b804889.png,6,0,7,"(2030, 2030, 3)"
2017,2017,2372,Loose Silky-bent,train_256x256x3/Loose Silky-bent/397583358.png,6,8,7,"(157, 157, 3)"
2018,2018,2690,Loose Silky-bent,train_256x256x3/Loose Silky-bent/accab3c58.png,6,1,7,"(194, 194, 3)"
2019,2019,2752,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c421f4454.png,6,0,7,"(174, 174, 3)"
2020,2020,2358,Loose Silky-bent,train_256x256x3/Loose Silky-bent/32c19240b.png,6,8,7,"(528, 528, 3)"
2021,2021,2581,Loose Silky-bent,train_256x256x3/Loose Silky-bent/82e4a193e.png,6,9,7,"(491, 491, 3)"
2022,2022,2656,Loose Silky-bent,train_256x256x3/Loose Silky-bent/9d1161173.png,6,9,7,"(155, 155, 3)"
2023,2023,2484,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5ded4ca05.png,6,3,7,"(84, 84, 3)"
2024,2024,2450,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5425cd169.png,6,7,7,"(211, 211, 3)"
2025,2025,2405,Loose Silky-bent,train_256x256x3/Loose Silky-bent/452d301a7.png,6,9,7,"(715, 715, 3)"
2026,2026,2528,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6c9de038f.png,6,2,7,"(85, 85, 3)"
2027,2027,2612,Loose Silky-bent,train_256x256x3/Loose Silky-bent/8e5f8c5e7.png,6,5,7,"(131, 131, 3)"
2028,2028,2379,Loose Silky-bent,train_256x256x3/Loose Silky-bent/3cc7097d1.png,6,4,7,"(171, 171, 3)"
2029,2029,2538,Loose Silky-bent,train_256x256x3/Loose Silky-bent/72579dc61.png,6,7,7,"(575, 575, 3)"
2030,2030,2856,Loose Silky-bent,train_256x256x3/Loose Silky-bent/ee23cb68c.png,6,4,7,"(98, 98, 3)"
2031,2031,2260,Loose Silky-bent,train_256x256x3/Loose Silky-bent/066868de0.png,6,7,7,"(122, 122, 3)"
2032,2032,2435,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4da43b2ae.png,6,8,7,"(101, 101, 3)"
2033,2033,2661,Loose Silky-bent,train_256x256x3/Loose Silky-bent/a1210bea8.png,6,8,7,"(84, 84, 3)"
2034,2034,2713,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b49c19b6a.png,6,4,7,"(133, 133, 3)"
2035,2035,2665,Loose Silky-bent,train_256x256x3/Loose Silky-bent/a34a04820.png,6,5,7,"(71, 71, 3)"
2036,2036,2471,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5b5ad325a.png,6,0,7,"(187, 187, 3)"
2037,2037,2336,Loose Silky-bent,train_256x256x3/Loose Silky-bent/26ec4cf7d.png,6,5,7,"(85, 85, 3)"
2038,2038,2257,Loose Silky-bent,train_256x256x3/Loose Silky-bent/05067feb7.png,6,9,7,"(595, 595, 3)"
2039,2039,2286,Loose Silky-bent,train_256x256x3/Loose Silky-bent/13c51b503.png,6,9,7,"(663, 663, 3)"
2040,2040,2258,Loose Silky-bent,train_256x256x3/Loose Silky-bent/054ed75f8.png,6,3,7,"(86, 86, 3)"
2041,2041,2748,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c30c4c58e.png,6,3,7,"(1313, 1349, 3)"
2042,2042,2251,Loose Silky-bent,train_256x256x3/Loose Silky-bent/0140dfc02.png,6,7,7,"(528, 528, 3)"
2043,2043,2619,Loose Silky-bent,train_256x256x3/Loose Silky-bent/8fb04526c.png,6,7,7,"(769, 769, 3)"
2044,2044,2381,Loose Silky-bent,train_256x256x3/Loose Silky-bent/3d9f8222d.png,6,6,7,"(671, 633, 4)"
2045,2045,2649,Loose Silky-bent,train_256x256x3/Loose Silky-bent/9aac949ec.png,6,9,7,"(143, 143, 3)"
2046,2046,2596,Loose Silky-bent,train_256x256x3/Loose Silky-bent/875ef92d7.png,6,6,7,"(444, 423, 4)"
2047,2047,2853,Loose Silky-bent,train_256x256x3/Loose Silky-bent/eca81d5e8.png,6,8,7,"(361, 361, 3)"
2048,2048,2671,Loose Silky-bent,train_256x256x3/Loose Silky-bent/a5429dac9.png,6,5,7,"(105, 105, 3)"
2049,2049,2685,Loose Silky-bent,train_256x256x3/Loose Silky-bent/ab47c78db.png,6,5,7,"(550, 554, 4)"
2050,2050,2497,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6210b8de1.png,6,5,7,"(820, 820, 3)"
2051,2051,2797,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d5f5108df.png,6,3,7,"(573, 573, 3)"
2052,2052,2878,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f76dc25a9.png,6,9,7,"(155, 155, 3)"
2053,2053,2880,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f83bb45eb.png,6,2,7,"(146, 146, 3)"
2054,2054,2427,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4bf7c65dd.png,6,1,7,"(731, 731, 3)"
2055,2055,2252,Loose Silky-bent,train_256x256x3/Loose Silky-bent/01897adc9.png,6,2,7,"(528, 528, 3)"
2056,2056,2485,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5e5d9f92f.png,6,4,7,"(176, 176, 3)"
2057,2057,2829,Loose Silky-bent,train_256x256x3/Loose Silky-bent/e1063a052.png,6,7,7,"(656, 688, 3)"
2058,2058,2818,Loose Silky-bent,train_256x256x3/Loose Silky-bent/dd4251469.png,6,9,7,"(450, 450, 3)"
2059,2059,2429,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4c28a9000.png,6,9,7,"(125, 125, 3)"
2060,2060,2320,Loose Silky-bent,train_256x256x3/Loose Silky-bent/20f5b6513.png,6,4,7,"(129, 129, 3)"
2061,2061,2867,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f3166a830.png,6,7,7,"(172, 172, 3)"
2062,2062,2667,Loose Silky-bent,train_256x256x3/Loose Silky-bent/a4204df25.png,6,7,7,"(245, 245, 3)"
2063,2063,2430,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4c800c3db.png,6,4,7,"(139, 139, 3)"
2064,2064,2343,Loose Silky-bent,train_256x256x3/Loose Silky-bent/281f52467.png,6,8,7,"(674, 674, 3)"
2065,2065,2868,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f3d10b887.png,6,4,7,"(368, 368, 3)"
2066,2066,2718,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b67fe9b5f.png,6,1,7,"(92, 92, 3)"
2067,2067,2369,Loose Silky-bent,train_256x256x3/Loose Silky-bent/37b0e4e91.png,6,5,7,"(136, 136, 3)"
2068,2068,2701,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b0cebe0d0.png,6,7,7,"(96, 96, 3)"
2069,2069,2319,Loose Silky-bent,train_256x256x3/Loose Silky-bent/20df07699.png,6,7,7,"(666, 666, 3)"
2070,2070,2397,Loose Silky-bent,train_256x256x3/Loose Silky-bent/424cd33c0.png,6,9,7,"(494, 494, 3)"
2071,2071,2494,Loose Silky-bent,train_256x256x3/Loose Silky-bent/61a45cb4d.png,6,5,7,"(404, 404, 3)"
2072,2072,2876,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f6ab6c208.png,6,7,7,"(96, 96, 3)"
2073,2073,2573,Loose Silky-bent,train_256x256x3/Loose Silky-bent/7d5f89994.png,6,8,7,"(153, 153, 3)"
2074,2074,2648,Loose Silky-bent,train_256x256x3/Loose Silky-bent/9a2b47af1.png,6,6,7,"(241, 241, 3)"
2075,2075,2674,Loose Silky-bent,train_256x256x3/Loose Silky-bent/a60d26781.png,6,8,7,"(262, 262, 3)"
2076,2076,2592,Loose Silky-bent,train_256x256x3/Loose Silky-bent/870cbbd42.png,6,0,7,"(172, 172, 3)"
2077,2077,2294,Loose Silky-bent,train_256x256x3/Loose Silky-bent/16ca17775.png,6,5,7,"(117, 117, 3)"
2078,2078,2288,Loose Silky-bent,train_256x256x3/Loose Silky-bent/14a9e3564.png,6,8,7,"(115, 115, 3)"
2079,2079,2738,Loose Silky-bent,train_256x256x3/Loose Silky-bent/bee138256.png,6,4,7,"(131, 131, 3)"
2080,2080,2737,Loose Silky-bent,train_256x256x3/Loose Silky-bent/be4702751.png,6,5,7,"(176, 176, 3)"
2081,2081,2495,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6202edcfd.png,6,2,7,"(111, 111, 3)"
2082,2082,2508,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6530d3c24.png,6,6,7,"(137, 137, 3)"
2083,2083,2761,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c6cf972b8.png,6,6,7,"(153, 153, 3)"
2084,2084,2392,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4075e8be5.png,6,2,7,"(105, 105, 3)"
2085,2085,2488,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5f6ba8739.png,6,0,7,"(1099, 1099, 3)"
2086,2086,2812,Loose Silky-bent,train_256x256x3/Loose Silky-bent/db5a0970c.png,6,0,7,"(448, 448, 3)"
2087,2087,2666,Loose Silky-bent,train_256x256x3/Loose Silky-bent/a3fe95411.png,6,7,7,"(707, 707, 3)"
2088,2088,2697,Loose Silky-bent,train_256x256x3/Loose Silky-bent/af48352aa.png,6,1,7,"(115, 115, 3)"
2089,2089,2641,Loose Silky-bent,train_256x256x3/Loose Silky-bent/973d6c568.png,6,0,7,"(328, 328, 3)"
2090,2090,2608,Loose Silky-bent,train_256x256x3/Loose Silky-bent/8c22f7d82.png,6,0,7,"(588, 588, 3)"
2091,2091,2778,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d106fca01.png,6,5,7,"(131, 131, 3)"
2092,2092,2331,Loose Silky-bent,train_256x256x3/Loose Silky-bent/2424d70aa.png,6,3,7,"(405, 405, 3)"
2093,2093,2413,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4749f4ce1.png,6,5,7,"(122, 122, 3)"
2094,2094,2763,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c88c61e2b.png,6,4,7,"(171, 171, 3)"
2095,2095,2663,Loose Silky-bent,train_256x256x3/Loose Silky-bent/a20b31b68.png,6,9,7,"(267, 267, 3)"
2096,2096,2843,Loose Silky-bent,train_256x256x3/Loose Silky-bent/e8258bf4a.png,6,3,7,"(461, 461, 3)"
2097,2097,2321,Loose Silky-bent,train_256x256x3/Loose Silky-bent/217b3e661.png,6,9,7,"(132, 132, 3)"
2098,2098,2767,Loose Silky-bent,train_256x256x3/Loose Silky-bent/cb8ebfa74.png,6,0,7,"(154, 154, 3)"
2099,2099,2301,Loose Silky-bent,train_256x256x3/Loose Silky-bent/180a7bc07.png,6,0,7,"(671, 633, 4)"
2100,2100,2466,Loose Silky-bent,train_256x256x3/Loose Silky-bent/595d95e1f.png,6,3,7,"(92, 92, 3)"
2101,2101,2393,Loose Silky-bent,train_256x256x3/Loose Silky-bent/40a8eb603.png,6,7,7,"(185, 185, 3)"
2102,2102,2562,Loose Silky-bent,train_256x256x3/Loose Silky-bent/798eeca3b.png,6,3,7,"(127, 127, 3)"
2103,2103,2712,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b468e967c.png,6,2,7,"(2088, 2218, 3)"
2104,2104,2574,Loose Silky-bent,train_256x256x3/Loose Silky-bent/7dafa389c.png,6,6,7,"(418, 418, 3)"
2105,2105,2629,Loose Silky-bent,train_256x256x3/Loose Silky-bent/93f8327c5.png,6,4,7,"(687, 687, 3)"
2106,2106,2759,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c629a95e2.png,6,1,7,"(166, 166, 3)"
2107,2107,2433,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4d3517fc8.png,6,0,7,"(183, 183, 3)"
2108,2108,2470,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5b45f1ab3.png,6,8,7,"(94, 94, 3)"
2109,2109,2355,Loose Silky-bent,train_256x256x3/Loose Silky-bent/30f633411.png,6,4,7,"(507, 507, 3)"
2110,2110,2473,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5bb2ae820.png,6,8,7,"(460, 460, 3)"
2111,2111,2787,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d30fdc9aa.png,6,3,7,"(1190, 1190, 3)"
2112,2112,2261,Loose Silky-bent,train_256x256x3/Loose Silky-bent/06bbb09fb.png,6,6,7,"(188, 188, 3)"
2113,2113,2719,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b6c2e77db.png,6,0,7,"(131, 131, 3)"
2114,2114,2417,Loose Silky-bent,train_256x256x3/Loose Silky-bent/48e5bd4e8.png,6,1,7,"(114, 114, 3)"
2115,2115,2821,Loose Silky-bent,train_256x256x3/Loose Silky-bent/de8b3b16b.png,6,4,7,"(190, 190, 3)"
2116,2116,2418,Loose Silky-bent,train_256x256x3/Loose Silky-bent/48ed4a318.png,6,9,7,"(71, 71, 3)"
2117,2117,2791,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d3bc96906.png,6,1,7,"(618, 618, 3)"
2118,2118,2848,Loose Silky-bent,train_256x256x3/Loose Silky-bent/e9e0e6feb.png,6,2,7,"(457, 457, 3)"
2119,2119,2431,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4d1241f40.png,6,2,7,"(1352, 1352, 3)"
2120,2120,2652,Loose Silky-bent,train_256x256x3/Loose Silky-bent/9bfa9d719.png,6,1,7,"(119, 119, 3)"
2121,2121,2776,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d0228efc3.png,6,3,7,"(490, 490, 3)"
2122,2122,2309,Loose Silky-bent,train_256x256x3/Loose Silky-bent/1db16c185.png,6,7,7,"(137, 137, 3)"
2123,2123,2724,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b81690ccf.png,6,9,7,"(616, 652, 4)"
2124,2124,2603,Loose Silky-bent,train_256x256x3/Loose Silky-bent/897db9248.png,6,9,7,"(167, 167, 3)"
2125,2125,2877,Loose Silky-bent,train_256x256x3/Loose Silky-bent/f75f5a9d1.png,6,1,7,"(140, 140, 3)"
2126,2126,2727,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b983cb52d.png,6,0,7,"(474, 474, 3)"
2127,2127,2704,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b2f98cf38.png,6,1,7,"(187, 187, 3)"
2128,2128,2403,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4481bff7c.png,6,2,7,"(385, 385, 3)"
2129,2129,2584,Loose Silky-bent,train_256x256x3/Loose Silky-bent/843adc7e9.png,6,0,7,"(183, 183, 3)"
2130,2130,2276,Loose Silky-bent,train_256x256x3/Loose Silky-bent/0d96cc35d.png,6,2,7,"(1410, 1410, 3)"
2131,2131,2449,Loose Silky-bent,train_256x256x3/Loose Silky-bent/53366d2eb.png,6,1,7,"(607, 607, 3)"
2132,2132,2280,Loose Silky-bent,train_256x256x3/Loose Silky-bent/0f96904f8.png,6,5,7,"(410, 410, 3)"
2133,2133,2387,Loose Silky-bent,train_256x256x3/Loose Silky-bent/3f13f9bae.png,6,8,7,"(164, 164, 3)"
2134,2134,2823,Loose Silky-bent,train_256x256x3/Loose Silky-bent/df27638ee.png,6,1,7,"(357, 357, 3)"
2135,2135,2378,Loose Silky-bent,train_256x256x3/Loose Silky-bent/3cac767c2.png,6,0,7,"(490, 490, 3)"
2136,2136,2281,Loose Silky-bent,train_256x256x3/Loose Silky-bent/0f9d5c657.png,6,5,7,"(416, 416, 3)"
2137,2137,2736,Loose Silky-bent,train_256x256x3/Loose Silky-bent/bdd598dec.png,6,3,7,"(187, 187, 3)"
2138,2138,2335,Loose Silky-bent,train_256x256x3/Loose Silky-bent/267ced076.png,6,4,7,"(568, 568, 3)"
2139,2139,2329,Loose Silky-bent,train_256x256x3/Loose Silky-bent/2399027ab.png,6,0,7,"(444, 444, 3)"
2140,2140,2637,Loose Silky-bent,train_256x256x3/Loose Silky-bent/96504ba69.png,6,3,7,"(154, 154, 3)"
2141,2141,2446,Loose Silky-bent,train_256x256x3/Loose Silky-bent/51cbc9929.png,6,8,7,"(132, 132, 3)"
2142,2142,2699,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b0aee48c3.png,6,6,7,"(130, 130, 3)"
2143,2143,2549,Loose Silky-bent,train_256x256x3/Loose Silky-bent/75902535c.png,6,9,7,"(162, 162, 3)"
2144,2144,2323,Loose Silky-bent,train_256x256x3/Loose Silky-bent/21f99c5c2.png,6,1,7,"(604, 604, 3)"
2145,2145,2442,Loose Silky-bent,train_256x256x3/Loose Silky-bent/501d5f235.png,6,1,7,"(395, 395, 3)"
2146,2146,2292,Loose Silky-bent,train_256x256x3/Loose Silky-bent/15fa7044b.png,6,1,7,"(769, 769, 3)"
2147,2147,2550,Loose Silky-bent,train_256x256x3/Loose Silky-bent/759d40ddf.png,6,1,7,"(291, 291, 3)"
2148,2148,2326,Loose Silky-bent,train_256x256x3/Loose Silky-bent/224274f93.png,6,9,7,"(363, 363, 3)"
2149,2149,2362,Loose Silky-bent,train_256x256x3/Loose Silky-bent/3459d1d3f.png,6,3,7,"(181, 181, 3)"
2150,2150,2448,Loose Silky-bent,train_256x256x3/Loose Silky-bent/52f42c8a5.png,6,4,7,"(797, 797, 3)"
2151,2151,2444,Loose Silky-bent,train_256x256x3/Loose Silky-bent/5089f984e.png,6,7,7,"(312, 312, 3)"
2152,2152,2410,Loose Silky-bent,train_256x256x3/Loose Silky-bent/46d1f9c49.png,6,3,7,"(98, 98, 3)"
2153,2153,2522,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6ad2ae242.png,6,4,7,"(505, 505, 3)"
2154,2154,2290,Loose Silky-bent,train_256x256x3/Loose Silky-bent/15b1ea490.png,6,9,7,"(1181, 1181, 3)"
2155,2155,2310,Loose Silky-bent,train_256x256x3/Loose Silky-bent/1dc7d9cc4.png,6,4,7,"(83, 83, 3)"
2156,2156,2762,Loose Silky-bent,train_256x256x3/Loose Silky-bent/c6f54e816.png,6,8,7,"(131, 131, 3)"
2157,2157,2415,Loose Silky-bent,train_256x256x3/Loose Silky-bent/481d8400d.png,6,1,7,"(146, 146, 3)"
2158,2158,2272,Loose Silky-bent,train_256x256x3/Loose Silky-bent/0bcf22873.png,6,0,7,"(559, 559, 3)"
2159,2159,2491,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6033b17af.png,6,7,7,"(109, 109, 3)"
2160,2160,2422,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4a82673d7.png,6,8,7,"(137, 137, 3)"
2161,2161,2401,Loose Silky-bent,train_256x256x3/Loose Silky-bent/4387157f1.png,6,4,7,"(499, 499, 3)"
2162,2162,2720,Loose Silky-bent,train_256x256x3/Loose Silky-bent/b6c7bb164.png,6,6,7,"(314, 314, 3)"
2163,2163,2800,Loose Silky-bent,train_256x256x3/Loose Silky-bent/d681d1b9b.png,6,3,7,"(88, 88, 3)"
2164,2164,2770,Loose Silky-bent,train_256x256x3/Loose Silky-bent/cc5e3a6b0.png,6,7,7,"(112, 112, 3)"
2165,2165,2519,Loose Silky-bent,train_256x256x3/Loose Silky-bent/69a3ef92d.png,6,2,7,"(424, 424, 3)"
2166,2166,2505,Loose Silky-bent,train_256x256x3/Loose Silky-bent/6483c1720.png,6,7,7,"(403, 403, 3)"
